id;skupina_ico;role;typ_skupiny;deals_open;deals_closed;osoby;name;owner_id;label_ids;website;linkedin;industry;annual_revenue;employee_count;visible_to;add_time;update_time;is_deleted;address.value;address.subpremise;address.street_number;address.route;address.sublocality;address.locality;address.admin_area_level_1;address.admin_area_level_2;address.postal_code;address.country;address.formatted_address;cf.02eb0f638d9d6fb99a3fc0b6c274f1cea86aa691;cf.0a7f283f809234eae91d60341d11bd95bc16180d;cf.0b58197158cfc8201c352d14b7b837be1a78cceb;cf.0f91eb090c567025d50bd189c2fcef7660168cd2;cf.14a4ac8013661f14c28f977a30092cb6c315a20a;cf.232ebbf4c83f26373ecffe82af67c36963a1ec92;cf.2d1b78c03a1a2f8fd4472defaf32f40b4aa517fa;cf.3a2b73f1a8f908922b1ea5cae104d86d3d9f70b1;cf.4f6d4b49dd0c39448d59c76d9fe9a43026c03edc;cf.5508fa81db364acf7ee7fdc603a016c4c5479aae;cf.5565c37125199485cd7968dc6654d03cfa8d97d8;cf.58292c6b75b6b047a30635b6277d3d71f5376949;cf.5c6385dbe81a44197233a3ad6d66cefa54e8a84f;cf.5f5d9955991be6d8a4586b935b5dca5debf409d5;cf.60a1ba6d2782a2c250108cab56ef0fe61515efbb;cf.70ff2c57f7e0784a71f539a1683a2a050ff2a71c;cf.73573bbb46530af29a18a152762539900342f105;cf.7825f3fdbf7a73a202047a54a429f556a5406b81;cf.88455d0abc8d38a663d25462f501f27cae1eef38;cf.9925a084cc9f374591cb593fa818d4460dbc8c2e;cf.a205678df30f94b434bac611ddff4d2dbb7ae38b;cf.a865d043f6fc8201c30bde5974247ee669ece13a;cf.b829f774cb43a6c4841bd5ce4d2dc7fdbaf96eee;cf.b9ef0fcf6aaff0bef9ba332d255bd33bc6f435a3;cf.d123fdfafdb91420983bfedc81aa956ccbaddae4;cf.dfd241da5230a22ef96710acdca51011fb453341;cf.e3453fd3dec0332ac02998427c31663ba064b13f;cf.e4a4020ed5fcbc3a5ca28a59f378725bee707a4e;cf.f2d70cc7aa7ede911aed630f4621ea06ff048b6c;cf.f657d226854c94a51148746df786d1c5ac10cfea;cf.f7b47c3751ab31d105ee0d6cb7fc1ab60e561765;cf.f892ff1690d0ea86d76de3a2371013b454485d80;cf.fb4eabb84ace77ca298b8038b5d23c6abbf73887;cf.fc3b0719fff2d05f89a9010de08a5cd4c8ecf625
36151;47274743;sloucit;merge;0;0;1;Základní škola a Mateřská škola – Školní 1544/5, Děčín;12795779;[];;;;;;7;2024-10-26T10:02:50Z;2026-05-25T09:55:19Z;False;Školní 1544/5, Děčín;;5;Školní;;;Ústecký kraj;Okres Děčín;405 02;Czechia;Školní 1544/5, Letná, 405 02 Děčín-Děčín 2, Czechia;226;;;47274743;;24;;skola@zszelenice.cz;;;;;;178;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;775865666;315;;;;;;JGHCYS;;322;;144
4002;47324180;ponechat;merge;0;3;3;Základní škola – J. A. Komenského 474/22, Most;11629944;[];;;;;;7;2021-05-17T13:08:56Z;2026-07-16T10:35:24Z;False;J. A. Komenského 474/22, Most;;;;;;Ústecký kraj;;;;;226;;;47324180;;24;3491;skola@mostzs15.cz;;;;;;251;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;http://www.mostzs15.cz, https://www.mostzs15.cz/zakladni-skola/kontakty;;208;12795779;603839532;315;;;;;iveta@vividbooks.com;D6TT9Z;;458;;207
39755;47324180;sloucit;merge;0;1;1;Základní škola, Most, J. A. Komenského 474, příspěvková organizace;12795779;[];;;;;;7;2026-04-15T18:25:12Z;2026-06-23T10:55:07Z;False;Ústecký kraj;;;;;;Ústí nad Labem Region;;;Czechia;Ústí nad Labem Region, Czechia;225;;;47324180 ;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;D6TT9Z;;;;
2283;47443936;ponechat;merge;1;2;2;Základní škola – Cyrilometodějská 42/22, Třebíč;11629944;[];;;;;;7;2021-05-17T12:58:57Z;2025-11-14T10:30:28Z;False;Cyrilometodějská 42/22, Třebíč;;;;;;Kraj Vysočina;;;;;226;;;47443936;;24;1786;specskoly@volny.cz;;;;;371;49;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";;;14063023;www.specskolytrebic.cz;;208;14063023;568821496;315;;;;;eva.b@vividbooks.com;MAZ3DQ;;98;;49
39225;47443936;sloucit;merge;0;1;1;Základní škola Třebíč, Cyrilometodějská 22;12116814;[];;;;;;7;2025-05-04T22:00:51Z;2026-05-21T12:10:58Z;False;Kraj Vysočina;;;;;;Vysočina Region;;;Czechia;Vysočina Region, Czechia;226;;;	47443936;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12116814;;;208;12116814;;315;;;;;jiri@vividbooks.com;S7L2ZE;;;;
4557;47611863;sloucit;merge;0;5;13;Základní škola – Květnového vítězství 1554/54, Praha 4 - Chodov;11629944;[];;;;;;7;2021-05-17T13:12:17Z;2026-09-04T18:58:47Z;False;Květnového vítězství 1554/54, Chodov, 14900 Praha 4;;54;Květnového vítězství;Praha 11;;Hlavní město Praha;Hlavní město Praha;149 00;Czechia;Květnového vítězství 1554/54, 149 00 Praha 11-Chodov, Czechia;226;;;47611863;;24;4043;pavel.kopecny@kvetnak.cz;;;;;;657;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;11629944;http://www.kvetnak.cz;;208;11629944;267227511;315;;;;;iveta@vividbooks.com;PBBKJJ;;1073;;416
27932;47611863;ponechat;merge;2;8;4;Základní škola – Květnového vítězství 1554/54, Praha 4 - Chodov;12795779;[5];;;;;;7;2024-08-04T14:51:34Z;2026-06-24T04:36:41Z;False;Květnového vítězství 1554/54, Praha 4 - Chodov;;54;Květnového vítězství;Praha 11;;Hlavní město Praha;Hlavní město Praha;149 00;Czechia;Květnového vítězství 1554/54, 149 00 Praha 11-Chodov, Czechia;226;[205];;47611863;[288];24;;pavel.kopecny@kvetnak.cz;;;;;;657;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;267227511;315;;;;;iveta@vividbooks.com;PBBKJJ;;1073;;416
3717;47611928;ponechat;merge;1;8;3;Základní škola a mateřská škola – Na Smetance 505/1, Praha 2 - Vinohrady;11629944;[5];;;;;;7;2021-05-17T13:07:15Z;2026-09-02T07:35:38Z;False;Na Smetance 505/1, Praha 2 - Vinohrady;;;;;;Hlavní město Praha;;;;;226;[205];;47611928;[289];24;12267;skola@nasmetance.cz;;;;;371;248;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";2027-02-07;;12795779;www.nasmetance.cz;;208;12795779;222250799;315;;[269, 270];386;;iveta@vividbooks.com;X967QD;;424;;176
39961;47611928;sloucit;merge;0;0;1;ZŠ a MŠ, Praha 2, Na Smetance 1;11629944;[];;;;;;7;2026-09-01T11:44:13Z;2026-09-05T13:49:26Z;False;;;;;;;;;;;;226;;;47611928;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";;;;;;208;;;;;;;;;X967QD;;;180;
4562;47657022;ponechat;easy;1;4;19;Základní škola – Heyrovského 460/33, Olomouc;11629944;[];;;;;;7;2021-05-17T13:12:20Z;2026-09-04T12:42:38Z;False;Heyrovského 460/33, Olomouc;;;;;;Olomoucký kraj;;;;;226;;;47657022;;24;4048;heyrak@volny.cz;;;;;371;541;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";;;14063023;http://www.zsheyrovskeho.cz;;208;14063023;585423697;315;;;;;eva.b@vividbooks.com;LF78HQ;;1023;;482
39706;47657022;sloucit;easy;0;0;0;Základní škola Olomouc, Heyrovského 33, příspěvková organizace;14063023;[];;;;;;7;2026-02-24T17:11:44Z;2026-08-31T12:09:27Z;False;Olomoucký kraj;;;;;;Olomouc Region;;;Czechia;Olomouc Region, Czechia;225;;;	47657022;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;5AJZLZ;;;;
4441;47723505;ponechat;easy;1;7;7;Základní škola JIH – Komenského 459/1, Mariánské Lázně;11629944;[];;;;;;7;2021-05-17T13:11:36Z;2026-08-27T15:38:43Z;False;Komenského 459/1, 35301 Mariánské Lázně;1;12;Komenského;;;Karlovarský kraj;Cheb;353 01;Czechia;1, Komenského 459/12, 353 01 Mariánské Lázně-Mariánské Lázně 1, Czechia;226;;;47723505;;24;15425;sekretariat@skolajih.cz;44;;;;;403;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;18026774;http://www.skolajih.cz;;208;18026774;601358238;315;734633208;;;;gabriela@vividbooks.com;WS4BQS;;721;;318
39646;47723505;sloucit;easy;0;0;0;Základní škola JIH, Mariánské Lázně, Komenského 459, příspěvková organizace;18026774;[];;;;;;7;2026-02-06T05:06:24Z;2026-02-07T01:00:10Z;False;Karlovarský kraj;;;;;;Karlovy Vary Region;;;Czechia;Karlovy Vary Region, Czechia;225;;;47723505;;;;;;;;;;;"{""value"": ""Czech Republic"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;;;;;;;;;;;;;;;;
4016;47813032;ponechat;easy;0;2;4;Základní škola – U Hřiště 1242/4, Opava;11629944;[];;;;;;7;2021-05-17T13:09:01Z;2026-05-13T09:10:04Z;False;U Hřiště 1242/4, Opava;;;;;;Moravskoslezský kraj;;;;;226;;;47813032;;24;3505;kancelar@zs-kylesovice.cz;;;;;;224;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;14063023;http://www.zs-kylesovice.cz;;208;14063023;553613921;315;;;;;eva.b@vividbooks.com;88K99J;;461;;237
39664;47813032;sloucit;easy;0;0;0;Základní škola Opava-Kylešovice, příspěvková organizace;14063023;[];;;;;;7;2026-02-09T19:08:00Z;2026-02-10T07:21:40Z;False;Moravskoslezský kraj;;;;;;Moravian-Silesian Region;;;Czechia;Moravian-Silesian Region, Czechia;225;;;47813032 ;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;VE99GZ;;;;
3944;48132926;ponechat;merge;0;3;2;Základní škola – Sázavská 830/5, Praha 2 - Vinohrady;11629944;[];;;;;;7;2021-05-17T13:08:35Z;2026-05-27T15:33:18Z;False;Sázavská 830/5, Praha 2 - Vinohrady;;;;;;Hlavní město Praha;;;;;226;;;48132926;;24;3433;sazavska@zssazavska.cz;;;;;;285;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;http://www.zssazavska.cz;;208;18026796;277779637;315;;;;;iveta@vividbooks.com;WWSJ5U;;489;;204
36795;48132926;sloucit;merge;0;0;2;ZŠ Sázavská, Praha 2, Sázavská 5;12795779;[];;;;;;7;2024-11-07T18:42:42Z;2026-05-14T06:13:31Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;225;;;48132926;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;;WWSJ5U;;;180;
4394;48133833;ponechat;merge;0;10;5;Základní škola a Mateřská škola – Bílá 1784/1, Praha 6 - Dejvice;11629944;[140];;;;;;7;2021-05-17T13:11:19Z;2026-08-24T14:19:10Z;False;Bílá 1784/1, Praha 6 - Dejvice;;;;;;;;;;;226;;;48133833;[288];24;18026;skola@zsbila.cz;;[345, 347];;;371;353;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;www.zsbila.cz;;208;12795779;222201903;315;;;386;;iveta@vividbooks.com;8ZH7R3;;648;;295
27558;48133833;sloucit;merge;0;0;2;Základní škola a Mateřská škola – Bílá 1784/1, Praha 6 - Dejvice;12795779;[];;;;;;7;2024-05-20T12:45:59Z;2026-05-18T13:03:31Z;False;Bílá 1784/1, Praha 6 - Dejvice;;1;Bílá;Praha 6;;Hlavní město Praha;Hlavní město Praha;160 00;Czechia;Bílá 1784/1, 160 00 Praha 6-Dejvice, Czechia;226;;;48133833;;24;;skola@zsbila.cz;;;;;;353;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;;;208;;222201903;;;;;;iveta@vividbooks.com;;;648;180;295
35668;48512702;ponechat;easy;1;2;4;Základní škola a mateřská škola – náměstí 28. října 1902/22, Brno;11629944;[];;;;;;7;2024-10-23T09:41:27Z;2026-09-07T15:53:37Z;False;náměstí 28. října 1902/22, Černá Pole, 60200 Brno;;22;náměstí 28. října;Brno-střed;;Jihomoravský kraj;Brno-město;602 00;Czechia;nám. 28. října 1902/22, 602 00 Brno-střed-Černá Pole, Czechia;226;;;48512702;;24;21264;info@osmec.cz;;;;;;218;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;14063023;https://osmec.cz/home;;208;18026774;545574997;315;;;;;eva.b@vividbooks.com;RUR8UU;;406;;188
39528;48512702;sloucit;easy;0;0;0;Základní škola a mateřská škola Brno, nám. 28. října 22, příspěvková organizace;14063023;[];;;;;;7;2025-10-23T04:51:32Z;2025-11-06T12:24:15Z;False;Jihomoravský kraj;;;;;;South Moravian Region;;;Czechia;South Moravian Region, Czechia;225;;;	48512702;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;29774K;;;;
5015;48895512;sloucit;merge;0;1;3;Gymnázium V.Makovského se sport. třídami;11629944;[];;;;;;7;2021-07-16T12:47:40Z;2026-07-16T09:49:03Z;False;Leandra Čecha,152/;;;Leandra Čecha;;Nové Město na Moravě;Kraj Vysočina;Žďár nad Sázavou;592 31;Czechia;Leandra Čecha 152, 592 31 Nové Město na Moravě, Czechia;226;;;48895512;;25;;gynome@gynome.cz;;;;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;http://www.gynome.cz/;;208;12795779;566617243;315;;;;;iveta@vividbooks.com;CWCWLX;;197;;
37775;48895512;ponechat;merge;2;4;1;Gymnazium Vincence Makovskeho NMNM;12116814;[5];;;;;;7;2025-01-22T21:11:55Z;2026-05-19T17:33:18Z;False;Kraj Vysočina;;;;;;Vysočina Region;;;Czechia;Vysočina Region, Czechia;226;[205];;	 48895512;[289];221;;;;;;;371;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12116814;;;208;12116814;;315;;[269, 270, 272];;;jiri@vividbooks.com;Y4MZM9;;;;
4230;49123866;sloucit;merge;0;2;2;ZŠ a MŠ Kpt. Otakara Jaroše – 28. října 2173, Louny;11629944;[];;;;;;7;2021-05-17T13:10:18Z;2026-08-30T11:42:32Z;False;28. října 2173, Louny;;;;;;;;;;;226;;;49123866;;24;3718;3zslouny@3zslouny.cz;;;;;;302;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;18026774;http://www.3zslouny.cz;;208;18026774;415652138;315;;;;;;;;575;;273
28374;49123866;ponechat;merge;0;2;3;ZŠ a MŠ Kpt. Otakara Jaroše – 28. října 2173, Louny;11629944;[];;;;;;7;2024-09-24T20:34:28Z;2026-08-30T11:42:32Z;False;28. října 2173, Louny;;2173;28. října;;;Ústecký kraj;Louny;440 01;Czechia;28. října 2173/2173, 440 01 Louny-Louny 1, Czechia;226;;;49123866;;24;;3zslouny@3zslouny.cz;;;;;;302;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;415652138;315;;;;;iveta@vividbooks.com;8VT5QP;;575;;273
3913;49156608;ponechat;merge;0;6;11;Základní škola – Školní 666, Luhačovice;11629944;[];;;;;;7;2021-05-17T13:08:24Z;2026-04-24T13:59:07Z;False;Školní 666, Luhačovice;;;;;;Zlínský kraj;;;;;226;;;49156608;;24;3402;vedeni@zsluhacovice.cz;;;;;;181;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;14063023;http://www.zsluhacovice.cz;;208;14063023;577131069;315;;;;;eva.b@vividbooks.com;T533QS;;543;;362
39401;49156608;sloucit;merge;0;0;3;Základní škola Luhačovice, příspěvková organizace;14063023;[];;;;;;7;2025-09-05T09:54:21Z;2026-09-03T07:32:08Z;False;Zlínský kraj;;;;;;Zlín Region;;;Czechia;Zlín Region, Czechia;225;;; 49156608;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;WR3CQA;;;;
4834;49438816;ponechat;easy;0;3;3;Gy, SPgŠ, OA a JŠ s právem státní JZ;11629944;[];;;;;;7;2021-07-16T12:46:35Z;2026-09-07T10:40:29Z;False;Pontassievská,350/3;350;350, 3;Pontassievská;;Znojmo;Jihomoravský kraj;Znojmo;669 02;Czechia;Pontassievská 350, 669 02 Znojmo, Czechia, 350, Pontassievská 3, 669 02 Znojmo, Czechia;226;;;49438816;;25;19675;info@gpoa.cz;;;Informační technologie;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;14063023;www.gpoa.cz, http://www.gpoa.cz, http://www.gpoa.cz;;208;;515158101;;;;;;eva.b@vividbooks.com;WQDE28;;219, 122, 122;;
39976;49438816;sloucit;easy;0;0;0;Základní organizace GPOA Znojmo;11629944;[];;;;;;7;2026-09-05T06:58:57Z;2026-09-08T00:00:39Z;False;;;;;;;;;;;;226;;;49438816;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;LSYZ9H;;;180;
2045;49624539;ponechat;merge;2;9;12;Základní škola a mateřská škola – Nebušická 369, Praha 6 - Nebušice;11629944;[5];;;;;;7;2021-03-30T12:34:50Z;2026-09-07T06:55:50Z;False;Nebušická 369, Praha 6 - Nebušice;;;;;;Hlavní město Praha;;;;;226;[205];;49624539;[288, 289];24;1080;zsnebusice@zsnebusice.cz;;[347];;18026774;371;216;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";2050-12-31;;11629944;https://skolanebusice.cz/, http://www.zsnebusice.cz;;208;;220199594;;;[269];386;;iveta@vividbooks.com;VIVIDNEBU1;;409;;193
36011;49624539;sloucit;merge;0;3;1;Základní škola a mateřská škola, Praha - Nebušice;12795779;[5];;;;;;7;2024-10-24T08:42:03Z;2026-09-01T12:58:11Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;226;[205];;49624539;[288];24;;;;[345, 346, 347, 348];;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;;;;;;;;iveta@vividbooks.com;VIVIDNEBU1;;;;
36323;49624539;sloucit;merge;0;1;1;ZŠ Nebušice Praha 6;12795779;[];;;;;;7;2024-10-30T03:09:24Z;2026-05-19T05:34:15Z;False;Jihočeský kraj;;;;;;South Bohemian Region;;;Czechia;South Bohemian Region, Czechia;225;;;49624539;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;VIVIDNEBU1;;;;
26638;49777513;ponechat;merge;0;3;3;ZČU v Plzni;18026774;[];;;;;;7;2024-02-26T17:07:58Z;2026-05-15T10:14:55Z;False;Plzeňský kraj;;;;;;Plzeň Region;;;Czechia;Plzeň Region, Czechia;226;;;49777513;;304;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;18026774;;;208;18026774;;315;;;;;;YVFJCW, TDSSB4, 5QX9TG;;;;
39564;49777513;sloucit;merge;1;1;1;Západočeská univerzita v Plzni Univerzitní knihovna;12116814;[];;;;;;7;2025-11-28T12:50:05Z;2025-12-19T17:51:30Z;False;Univerzitní 2732, 301 00 Plzeň;;8;Univerzitní;Plzeň 3;;Plzeňský kraj;Plzeň-město;301 00;Czechia;Univerzitní 2732/8, 301 00 Plzeň 3-Jižní Předměstí, Czechia;225;;;: 49777513;;;;;;;;;371;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12116814;https://www.knihovna.zcu.cz/;;208;;;;;;;;jiri@vividbooks.com;;;;;
6713;60103264;ponechat;merge;0;2;1;Dětský domov se školou Chrudim;11629944;[];;;;;;7;2021-09-22T17:47:41Z;2026-05-04T11:34:41Z;False;Čáslavská 624, Chrudim IV, 537 01 Chrudim, Czechia;;;Čáslavská;;Chrudim;Pardubický kraj;Chrudim;537 01;Czechia;Čáslavská 624, Chrudim IV, 537 01 Chrudim, Czechia;226;;;601 03 264;;24;15289;lenka.kabelova@dds-chrudim.cz;;;;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12116814;https://www.dds-chrudim.cz/;;208;18026774;466 251 796;315;;;;;jiri@vividbooks.com;D9G99V;;;;
